headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,,turn down,"【名/U/C】拒絶 / 拒絶された人 【形】（えりなどの）折り返しの【動/他】を拒む,却下する / （つまみを回して）..を小さくする",,"【名/U/C】拒絶 / 拒絶された人 【形】（えりなどの）折り返しの【動/他】を拒む,却下する / （つまみを回して）..を小さくする",/tɜrn daʊn/,239986,I had to turn down the job offer because it didn't align with my career goals.,私は仕事のオファーを断らなければならなかった、なぜならそれは私のキャリアの目標と一致しなかったからです。,3007489
,,,,go off,"《...に》行く,出発する, 立ち去る《to ...》 / 急に大きな音が鳴る, 急に発光する / 爆発する, （銃が）発射される / 急に始める",,"《...に》行く,出発する, 立ち去る《to ...》 / 急に大きな音が鳴る, 急に発光する / 爆発する, （銃が）発射される / 急に始める",/ɡoʊ ɒf/,239736,I need to go off to the grocery store.,私は食料品店に行かなければなりません。,3007248
,,,,go in,【句動】（場所・地域・部屋・建物に）入る,,【句動】（場所・地域・部屋・建物に）入る,/ɡoʊ ɪn/,240052,I go in the store to buy some groceries.,私は食料品を買うために店に入ります。,3007557
,,,,put down,"【句動】...を置く / ...を鎮圧する, ...を鎮める",,"【句動】...を置く / ...を鎮圧する, ...を鎮める",/pʊt daʊn/,240054,Please put down the book on the table.,本をテーブルに置いてください。,3007559
,,,,play out,"【句動】展開する,事が運ぶ",,"【句動】展開する,事が運ぶ",/pleɪ aʊt/,240092,The drama will play out over the course of several episodes.,このドラマは数エピソードにわたって展開されます。,3007593
,,,,sit up,"【句動】（寝た姿勢から）身体を起こす,きちんと座る,（寝ないで）起きている",,"【句動】（寝た姿勢から）身体を起こす,きちんと座る,（寝ないで）起きている",/sɪt ʌp/,240081,I sit up in bed every morning.,毎朝ベッドで身体を起こします。,3007583
,,,,move back,【句動】戻ってくる,,【句動】戻ってくる,/muːv bæk/,240099,I need to move back to my hometown.,私は故郷に戻ってくる必要があります。,1641489
,,,,fill out,"【句動】（書類の空所など）に書き入れる,に記入する",,"【句動】（書類の空所など）に書き入れる,に記入する",/fɪl aʊt/,240100,Please fill out the form with your personal information.,個人情報を入力してください。,3007612
,,,,give in,"【句動】降参する,屈服する,折れる",,"【句動】降参する,屈服する,折れる",/ɡɪv ɪn/,240117,I give in to your demands.,私はあなたの要求に降参する。,3007628
,,,,close down,"【句動】閉鎖する,廃業する,終了する, を閉鎖する,を終了する",,"【句動】閉鎖する,廃業する,終了する, を閉鎖する,を終了する",/kləʊz daʊn/,240121,The company decided to close down its operations due to financial difficulties.,会社は財務的な困難のため、事業を閉鎖することを決定しました。,3007634
,,,,slow down,"【句動】鈍る,鈍化する",,"【句動】鈍る,鈍化する",/sloʊ daʊn/,240061,You need to slow down and enjoy life.,人生をゆっくりと楽しむ必要があります。,3007564
,,,,line up,"一列に並ぶ,行列をつくる,を整列させる,を並べる,《...に合わせて》をきちんと揃える《with ...》 / (位置を)調整する / 準備する / (仕事などを) 確保する, 手配する",,"一列に並ぶ,行列をつくる,を整列させる,を並べる,《...に合わせて》をきちんと揃える《with ...》 / (位置を)調整する / 準備する / (仕事などを) 確保する, 手配する",/laɪn ʌp/,240063,The students line up in the hallway before class.,授業前に生徒たちは廊下に一列に並びます。,3007565
,,,,hang up,"【句動】電話を切る,受話器を置く；（電話）を切る",,"【句動】電話を切る,受話器を置く；（電話）を切る",/hæŋ ʌp/,240066,"I need to hang up now, I have another call coming in.",今、切らないといけない。他の電話が入ってきているから。,3007575
,,,,set about,"【句動】に着手する,に取り組み始める",,"【句動】に着手する,に取り組み始める",/sɛt əˈbaʊt/,240123,He set about action to change himself.,彼は自分を変えるために行動を開始した。,3007635
,,,,go ahead,遠慮なく進める,,遠慮なく進める,/ɡoʊ əˈhɛd/,239776,You can go ahead and start without me.,私抜きでも遠慮なく進めてください。,3007284
,,,,hang out,"【句動】ぶらつく,ぶらぶらする,（リラックスして）時間を過ごす,《...と》一緒に過ごす, 一緒に遊ぶ《with ...》",,"【句動】ぶらつく,ぶらぶらする,（リラックスして）時間を過ごす,《...と》一緒に過ごす, 一緒に遊ぶ《with ...》",/hæŋ aʊt/,240074,I love to hang out with my friends on the weekends.,週末に友達と遊ぶのが大好きです。,1628498
,,,,lay out,"を明確に説明する / を並べる, を広げる",,"を明確に説明する / を並べる, を広げる",/leɪ aʊt/,240022,Let me lay out the plan for you.,あなたに計画を明確に説明させてください。,3007515
,,,,keep on,"【動/自】続く, 《...を》続ける《with ...》,そのまま進む, 《...ついて》勝手に喋り続ける《about ...》 【動/他】...を着たままでいる,...を取らないでいる / ...を続ける",,"【動/自】続く, 《...を》続ける《with ...》,そのまま進む, 《...ついて》勝手に喋り続ける《about ...》 【動/他】...を着たままでいる,...を取らないでいる / ...を続ける",/kiːp ɒn/,240024,I will keep on practicing until I get it right.,うまくできるまで練習を続けるつもりだ。,3007521
,,,,bring in,"【句動】を持ち込む,を持ってくる / （仕事などのために）を招き入れる,に依頼する",,"【句動】を持ち込む,を持ってくる / （仕事などのために）を招き入れる,に依頼する",/bɹɪŋ ɪn/,240047,I will bring in some snacks for the party.,パーティーにお菓子を持ち込みます。,3007555
,,,,move out,"【句動】《...から》出て行く,引っ越していく,立ち退く,撤退する《of ...》",,"【句動】《...から》出て行く,引っ越していく,立ち退く,撤退する《of ...》",/muːv aʊt/,240108,I am planning to move out of my apartment next month.,来月、私はアパートを出て行く予定です。,3007620
,,,,go around,"【句動】（うわさなどが）広まる, （次々と）回る, 動き回る",,"【句動】（うわさなどが）広まる, （次々と）回る, 動き回る",/ɡoʊ əˈraʊnd/,240094,Rumors go around quickly in small towns.,小さな町ではうわさがすぐに広まる。,3007595
,,,,take down,"【句動】をはずす,（はずして）を降ろす / を倒す,を取り壊す,を解体する / を連れて行く/書き留める",,"【句動】をはずす,（はずして）を降ろす / を倒す,を取り壊す,を解体する / を連れて行く/書き留める",/teɪk daʊn/,240105,He tried to take down the poster from the wall.,彼は壁からポスターをはずそうとした。,3007616
,,,,break off,"【句動】はずれる,取れる,を折り取る,をちぎり取る /  急に話をやめる, （会話）を急にやめる / （関係・同盟・交渉など）を絶つ,を解消する,を打ち切る",,"【句動】はずれる,取れる,を折り取る,をちぎり取る /  急に話をやめる, （会話）を急にやめる / （関係・同盟・交渉など）を絶つ,を解消する,を打ち切る",/bɹeɪk ɒf/,240119,I had to break off our conversation because I had to go to a meeting.,会議に行かなければならなかったので、私は私たちの会話を中断しなければなりませんでした。,3007632
,,,,pass on,"【句動】《...に》を次に回す,を順送りにする,を伝える《to ...》 / を継承する,を受け継ぐ /  やめておく, 遠慮する / この世を去る,永眠する（死ぬの婉曲表現）",,"【句動】《...に》を次に回す,を順送りにする,を伝える《to ...》 / を継承する,を受け継ぐ /  やめておく, 遠慮する / この世を去る,永眠する（死ぬの婉曲表現）",/pæs ɒn/,240110,Please pass on the message to the next person.,次の人にメッセージを伝えてください。,3007622
,,,,figure out,"【句動】を理解する,を明らかにする,を突き止める",,"【句動】を理解する,を明らかにする,を突き止める",/ˈfɪɡər aʊt/,240032,I need to figure out how to solve this problem.,この問題を解決する方法を見つける必要があります。,3007527
,,,,check out,"【句動】をよく調べる,を見てみる /（図書館などから）...を借りる / （ホテルなどから）支払いをして引き払う / （レジ係が）精算する / (急いで)出発する",,"【句動】をよく調べる,を見てみる /（図書館などから）...を借りる / （ホテルなどから）支払いをして引き払う / （レジ係が）精算する / (急いで)出発する",/tʃɛk aʊt/,240049,I need to check out this new restaurant in town.,私は町のこの新しいレストランをよく調べる必要があります。,3007556
,,,,take over,を引き継ぐ,,を引き継ぐ,/teɪk ˈoʊvər/,239608,She will take over the family business when her father retires.,彼女は父親が引退した時に家族の事業を引き継ぐ予定です。,3007121
,,,,get off,（乗り物から）降りる / 《...な》スタートを切る《to a ... start》/ （トラブルなどを）まぬがれる,,（乗り物から）降りる / 《...な》スタートを切る《to a ... start》/ （トラブルなどを）まぬがれる,/ɡɛt ɔf/,239665,I need to get off the bus at the next stop.,次の停留所でバスを降りる必要があります。,3007176
,,,,come up,"【句動】《...を》思いつく, 考える, 提案する, 生産する《with ...》 / もうすぐ起こる",,"【句動】《...を》思いつく, 考える, 提案する, 生産する《with ...》 / もうすぐ起こる",/kʌm ʌp/,240028,I couldn't come up with a good idea for the project.,私はプロジェクトのために良いアイデアを思いつくことができませんでした。,3007525
,,,,put out,"【句動】出す, 公開する / 消える,を消す / （見たり使ったりするために）を置く",,"【句動】出す, 公開する / 消える,を消す / （見たり使ったりするために）を置く",/pʊt aʊt/,240050,He put out the fire with a fire extinguisher.,彼は消火器で火を消した。,3007550
,,,,pay off,"【句動】を完済する / 実を結ぶ,報われる",,"【句動】を完済する / 実を結ぶ,報われる",/peɪ ɒf/,240068,I finally paid off my student loans.,私はついに学生ローンを完済しました。,3007571
,,,,move in,"【句動】《...に》入居する,引っ越す《to ...》/ 進出する,参入する,進入する",,"【句動】《...に》入居する,引っ越す《to ...》/ 進出する,参入する,進入する",/muːv ɪn/,240078,I am planning to move in next month.,来月、入居する予定です。,3007579
,,,,get in,"【句動】（場内に）入る, うまく入り込む, 入場を許可される / 《活動に》参加する,加わる,《市場に》参入する《on ...》",,"【句動】（場内に）入る, うまく入り込む, 入場を許可される / 《活動に》参加する,加わる,《市場に》参入する《on ...》",/ɡɛt ɪn/,240084,I need to get in line for the concert.,コンサートのために列に入る必要があります。,3007585
,,,,go out,"《...に》出る, 外出する,出かける《to ...》 / 《...と》付き合う,交際する《with ...》 / （火などが）消える /  《...に》送られる《to ...》",,"《...に》出る, 外出する,出かける《to ...》 / 《...と》付き合う,交際する《with ...》 / （火などが）消える /  《...に》送られる《to ...》",/ɡoʊ aʊt/,239619,I want to go out and enjoy the sunshine.,私は外に出て日光を楽しみたいです。,3007134
,,,,come on,"《話》急げ / おいで / （励まして）さあ,がんばれ,大丈夫だ / （納得がいかなくて）おいおい / （ねだって）お願いだよ / （挑発して）さあ来い / （明かりが）つく",,"《話》急げ / おいで / （励まして）さあ,がんばれ,大丈夫だ / （納得がいかなくて）おいおい / （ねだって）お願いだよ / （挑発して）さあ来い / （明かりが）つく",/kʌm ɒn/,239642,"Come on, we're going to be late!",急いで、遅れるよ！,3007153
,,,,work out,"を理解する,をよく考える,を計画する / （身体を）鍛える / 《良くあるいは悪く》起こる,発展する《well / badly 》/ 成功することを証明する",,"を理解する,をよく考える,を計画する / （身体を）鍛える / 《良くあるいは悪く》起こる,発展する《well / badly 》/ 成功することを証明する",/wɜːrk aʊt/,239644,I need to work out the math problem.,私はその数学の問題を理解する必要があります。,3007157
,,,,sort out,"を整理する, を分類する / を明らかにする,を解決する",,"を整理する, を分類する / を明らかにする,を解決する",/sɔrt aʊt/,239715,I need to sort out my closet.,私はクローゼットを整理する必要があります。,3007222
,,,,catch up,"【形】遅れの取り戻しの, 追い上げの 【句動】《通例受身/get》を巻き込む / 《...に》追いつく《with ...》,遅れを取り戻す / （より高度な人と同じレベルに）達する",,"【形】遅れの取り戻しの, 追い上げの 【句動】《通例受身/get》を巻き込む / 《...に》追いつく《with ...》,遅れを取り戻す / （より高度な人と同じレベルに）達する",/ˈkætʃ ʌp/,239944,I need to catch up on my work.,仕事を取り戻す必要があります。,3007448
,,,,shut up,"《くだけた話》しゃべるな,黙れ / 話をやめる / ...を黙らせる / 店を閉める,廃業する.",,"《くだけた話》しゃべるな,黙れ / 話をやめる / ...を黙らせる / 店を閉める,廃業する.",/ʃʌt ʌp/,239951,"Hey, could you please shut up for a moment?",ちょっと、しゃべるのやめてくれる？,3007450
,,,,turn back,"引き返す, 戻る / 元に戻る, 方針を変える / （人）を引き返させる, （物）を戻す",,"引き返す, 戻る / 元に戻る, 方針を変える / （人）を引き返させる, （物）を戻す",/tɜrn bæk/,240012,"I realized I forgot my wallet at home, so I had to turn back and get it.",財布を家に忘れたことに気づいて、引き返して取りに戻らなければなりませんでした。,3007509
,,,,hold up,"を掲げる / （良い状態で）持ちこたえる / を遅らせる,を阻む / 強盗する",,"を掲げる / （良い状態で）持ちこたえる / を遅らせる,を阻む / 強盗する",/həʊld ʌp/,240020,Can you hold up the sign for everyone to see?,皆が見るために、その看板を掲げてもらえますか？,6510352
,,,,look up,"【句動】仰ぎ見る,目を上げる / 〈言葉など〉を調べる /〈状況などが〉上向く / 立ち寄る",,"【句動】仰ぎ見る,目を上げる / 〈言葉など〉を調べる /〈状況などが〉上向く / 立ち寄る",/lʊk ʌp/,240031,I need to look up the definition of this word.,私はこの単語の定義を調べる必要があります。,3007524
,,,,sit down,【句動】腰を下ろす,,【句動】腰を下ろす,/sɪt daʊn/,240033,Please sit down.,腰を下ろしてください。,3007528
,,,,show up,"【句動】姿を現す,参加する",,"【句動】姿を現す,参加する",/ʃoʊ ʌp/,240036,I didn't expect him to show up at the party.,私は彼がパーティーに現れるとは思っていなかった。,3007532
,,,,blow up,"【句動】を爆破する,を爆弾で殺す",,"【句動】を爆破する,を爆弾で殺す",/bloʊ ʌp/,240085,The demolition crew will blow up the old building tomorrow.,明日、解体班が古い建物を爆破する予定です。,3007587
,,,,step back,【句動】一歩下がる / （客観的に考えるために）距離を置く / ,,【句動】一歩下がる / （客観的に考えるために）距離を置く / ,/stɛp bæk/,240087,I decided to take a step back and reevaluate the situation.,私は一歩引いて状況を見直すことにした。,3007590
,,,,walk out,"【句動】《...から》（怒り・不満で）出て行く,退席する,退場する；《仕事などを》突然やめる《of ...》",,"【句動】《...から》（怒り・不満で）出て行く,退席する,退場する；《仕事などを》突然やめる《of ...》",/wɔːk aʊt/,240095,"I couldn't stand his behavior anymore, so I decided to walk out.",彼の態度にもう我慢できなかったので、出て行くことに決めました。,3007611
,,,,turn off,"【句動】（機械のスイッチが）切れる,（電気など）を止める,を消す / 《くだけた話》をうんざりさせる,を飽きさせる",,"【句動】（機械のスイッチが）切れる,（電気など）を止める,を消す / 《くだけた話》をうんざりさせる,を飽きさせる",/tɜːrn ɒf/,240086,Please remember to turn off the lights before leaving the room.,部屋を出る前に、電気を消すのを忘れないでください。,3007589
,,,,come around,"【句動】やってくる / 《...に》意見を変える,態度を変えて同意する《to ...》/ 巡回してくる,巡り来る",,"【句動】やってくる / 《...に》意見を変える,態度を変えて同意する《to ...》/ 巡回してくる,巡り来る",/kʌm əˈraʊnd/,240115,I hope my friends will come around to my house tomorrow.,明日、友達が私の家にやってくることを願っています。,3007629
,,,,back up,"【名/U】予備 / 支援,応援 / 渋滞【形】予備の / 支援の / 非常用の【句動】後退する;を後退させる / を支援する,を後援する / 裏付ける, の裏付けをする/〜を渋滞させる",,"【名/U】予備 / 支援,応援 / 渋滞【形】予備の / 支援の / 非常用の【句動】後退する;を後退させる / を支援する,を後援する / 裏付ける, の裏付けをする/〜を渋滞させる",/bæk ʌp/,239963,I always back up my important files to an external hard drive.,私はいつも重要なファイルを外部ハードドライブにバックアップしています。,3007468
,,,,come in,"【句動】入る,入室する / 参加する, 〜で売られる、入手できる",,"【句動】入る,入室する / 参加する, 〜で売られる、入手できる",/kʌm ɪn/,240030,Please come in.,入ってください。,3007522
,,,,open up,"【句動】（機会・可能性など）が開ける, が広がる / を開く, を広げる / 《...に》心を開く, 打ち解ける《to ...》",,"【句動】（機会・可能性など）が開ける, が広がる / を開く, を広げる / 《...に》心を開く, 打ち解ける《to ...》",/ˈoʊpən ʌp/,240048,I hope this opportunity will open up new possibilities for me.,私はこの機会が私に新たな可能性を開けることを願っています。,3007554
,,,,bring down,"【句動】を降ろす,を墜落させる / （価格・数値など）を下げる,を減じる / を打ち倒す,を失脚させる",,"【句動】を降ろす,を墜落させる / （価格・数値など）を下げる,を減じる / を打ち倒す,を失脚させる",/brɪŋ daʊn/,240089,Please bring down the suitcase from the shelf.,棚からスーツケースを降ろしてください。,3007588
,,,,hold back,"【句動】自制する,控える / を押さえつける,を抑制する / をくい止める,を引き止める / をこらえる,を抑える",,"【句動】自制する,控える / を押さえつける,を抑制する / をくい止める,を引き止める / をこらえる,を抑える",/həʊld bæk/,240097,He had to hold back his tears during the emotional speech.,彼は感動的なスピーチ中に涙を抑えなければならなかった。,3007613
